Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Title	Annotator	Sentence
smell	of the sulphuret			fetid							052E James Stark 1833 On the influence of colour on heat and odours.txt	teresa.tsv	For instance, if, after having allowed wool to lie in contact with camphor for some time, it be afterwards placed, even for a very few hours, near a minute portion of sulphuret of barium (which, it is well known, exhales copiously the fetid odour of sulphuretted hydrogen,) it quickly loses the camphorous smell, and acquires and even retains in considerable intensity the fetid smell of the sulphuret.
odour		each substance	All the members of the family | several of my friends	different intensities							052E James Stark 1833 On the influence of colour on heat and odours.txt	teresa.tsv	All the members of the family, and several of my friends, have lent their aid to distinguish between the different intensities of the odour which each substance had attracted; and though only a few experiments are here detailed, similar ones have been many times performed, with various other odorous substances.
odorous		substances		odorous							052E James Stark 1833 On the influence of colour on heat and odours.txt	teresa.tsv	All the members of the family, and several of my friends, have lent their aid to distinguish between the different intensities of the odour which each substance had attracted; and though only a few experiments are here detailed, similar ones have been many times performed, with various other odorous substances.
odours		the colour of substances									052E James Stark 1833 On the influence of colour on heat and odours.txt	teresa.tsv	The whole of these in their general results seemed to establish the fact, that the colour of substances exerted a peculiar influence over the absorption of odours.
smell		the substances						In all these experiments			052E James Stark 1833 On the influence of colour on heat and odours.txt	teresa.tsv	In all these experiments, however, reliance had to be placed upon one sense alone, viz. that of smell, as none of the substances employed had gained any appreciable weight.
odorous	substance	one colour		odorous							052E James Stark 1833 On the influence of colour on heat and odours.txt	teresa.tsv	I was therefore desirous, that, if possible, at least one experiment should be devised, which would show, by the evidence of actual increase of weight, that one colour invariably attracted more of any odorous substance than another; and upon considering the various odorous substances which could be easily volatilized without change, and whose odour was inseparable from the substance, I fixed upon camphor as the one best suited to my purpose.
odorous	whose			odorous							052E James Stark 1833 On the influence of colour on heat and odours.txt	teresa.tsv	I was therefore desirous, that, if possible, at least one experiment should be devised, which would show, by the evidence of actual increase of weight, that one colour invariably attracted more of any odorous substance than another; and upon considering the various odorous substances which could be easily volatilized without change, and whose odour was inseparable from the substance, I fixed upon camphor as the one best suited to my purpose.
odour	whose			inseparable from the substance							052E James Stark 1833 On the influence of colour on heat and odours.txt	teresa.tsv	I was therefore desirous, that, if possible, at least one experiment should be devised, which would show, by the evidence of actual increase of weight, that one colour invariably attracted more of any odorous substance than another; and upon considering the various odorous substances which could be easily volatilized without change, and whose odour was inseparable from the substance, I fixed upon camphor as the one best suited to my purpose.
stench				so great	that several of the inmates of the houses applied personally to me to get it abated						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The stench was so great, that several of the inmates of the houses applied personally to me to get it abated.
smells			the inhabitants of Rotlierhithe-street	foul						for some time past	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	Gentlemen, Complaints are being continually made by the inhabitants of Rotlierhithe-street, from the southern extremity of Swan-lane to the \\"Horns,\\" of the foul smells which they have been obliged to endure for some time past.
fetid	nine factories for the fabrication of patent manure	gases		fetid							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	Nor are these complaints without foundation; for in the above mentioned length of Street, about a mile, there are, besides the Surrey Consumer's Gas Works, no less than nine factories for the fabrication of patent manure, that is to say, nine sources of fetid gases.
stinking	ingredients			stinking						from the month of December to July	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	When these factories are in full activity, as they are from the month of December to July, the stores of stinking ingredients used by the manufacturers, 9 give a permanent smell to some parts of the street, and when the mixing goes on, the action of the sulphuric acid upon the animal and vegetable matter gives out a stench, which has occasioned headache, nausea, vomiting and cough to some of the inmates of the houses adjacent to the factories.
smell	ingredients			permanent					to some parts of the street		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	When these factories are in full activity, as they are from the month of December to July, the stores of stinking ingredients used by the manufacturers, 9 give a permanent smell to some parts of the street, and when the mixing goes on, the action of the sulphuric acid upon the animal and vegetable matter gives out a stench, which has occasioned headache, nausea, vomiting and cough to some of the inmates of the houses adjacent to the factories.
stench					which has occasioned headache , nausea , vomiting and cough to some of the inmates of the houses adjacent to the factories			the action of the sulphuric acid upon the animal and vegetable matter			006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	When these factories are in full activity, as they are from the month of December to July, the stores of stinking ingredients used by the manufacturers, 9 give a permanent smell to some parts of the street, and when the mixing goes on, the action of the sulphuric acid upon the animal and vegetable matter gives out a stench, which has occasioned headache, nausea, vomiting and cough to some of the inmates of the houses adjacent to the factories.
effluvium					caused great annoyance to the neighbourhood				The Dodds-place ditch	during the last month	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The Dodds-place ditch is in a filthy state ; when cast during the last month, the effluvium arising from it caused great annoyance to the neighbourhood.
smell	of linseed oil	of the vapour		unpleasant					round the arches occupied by Messrs	On the 30th June about one o'clock p.m	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	On the 30th June about one o'clock p.m., the unpleasant smell of the vapour of linseed oil extended for a considerable distance round the arches occupied by Messrs.
stench				overpowering					in and about the Tunnel-square	on the morning of Wednesday | the 24th June	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	An overpowering stench was perceived in and about the Tunnel-square, on the morning of Wednesday, the 24th June.
odours			I	offensive				carrying on the process of gas-making			006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	I therefore made it my business to visit those works repeatedly, and to spend some hours on the 10 promises; I must premise by stating, that no means has yet been discovered of carrying on the process of gas-making without offensive odours.
smell	of gas		I	ordinary							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	I caused a purifier, containing dry lime, and another, containing the sulphate of iron to be stirred up in my presence; I perceived nothing more than the ordinary smell of gas, and that not so strongly as I expected. 1 mentioned in my first Report, that sulphate of ammonia is fabricated on the premises, and described the process.
smell			smell | I	so strongly							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	I caused a purifier, containing dry lime, and another, containing the sulphate of iron to be stirred up in my presence; I perceived nothing more than the ordinary smell of gas, and that not so strongly as I expected. 1 mentioned in my first Report, that sulphate of ammonia is fabricated on the premises, and described the process.
effluvium	of sulphurous gases		my	slight							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	A slight effluvium of sulphurous gases was given off, but it did not last long nor extend itself beyond the building.
impregnated	with the flavour of drainage	the water from the butt	I								006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	I tasted the water from the butt at No. 21; it was strongly impregnated with the flavour of drainage.
smell	this heap		to the inmates of the neighbouring houses	most offensive				During the hot weather			006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	During the hot weather, this heap exhaled a smell most offensive to the inmates of the neighbouring houses.
stench			I	worse than that of a privy					in the sitting room		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	I entered one of them; the stench in the sitting room was worse than that of a privy.
pestilential		vapours		pestilential						at the time of my visit	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The inhalation of the pestilential vapours arising from such a nuisance had, at the time of my visit, already begun its work.
stench									from two street gullies in Clarence-street		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The stench from two street gullies in Clarence-street, has been much complained of, I beg to submit the propriety of trapping them, to the favourable consideration of the Board.
smell	of the Thames water		by many of the gentlemen	putrid							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The putrid smell of the Thames water has been noted in several of the public papers, and among others, in the weekly reports of the Registrar-general, and has undoubtedly, been remarked by many of the gentlemen here present. 1 must again mention that the large population of Hanover-street, have no water supply except from a tidal rcell, and unless they content themselves with stinking Thames water, must beg or steal all they.consume.
stinking	Thames water	the large population of Hanover-street		stinking							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The putrid smell of the Thames water has been noted in several of the public papers, and among others, in the weekly reports of the Registrar-general, and has undoubtedly, been remarked by many of the gentlemen here present. 1 must again mention that the large population of Hanover-street, have no water supply except from a tidal rcell, and unless they content themselves with stinking Thames water, must beg or steal all they.consume.
smelt			I			as if it had been recently dipped from a sewer			from the well	On the ' 27th July	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	On the '27th July, I examined some of the water 13 from the well, it smelt as if it had been recently dipped from a sewer.
stench			me							on the 27th July	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The only stench perceived by me on the 27th July, was a strong odour of sugar scum issuing from some of the arches.
odour	of sugar scum			strong					from some of the arches		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The only stench perceived by me on the 27th July, was a strong odour of sugar scum issuing from some of the arches.
smell	of the mud of the mill-stream								between Mill-pond Bridge and the Surrey Mills		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	Complaints have been often made of the smell of the mud of the mill-stream between Mill-pond Bridge and the Surrey Mills.
putrifies	the water								in the remote ramifications of the stream		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The tide not being now let in from the river either so often or so abundantly as formerly, the water in the remote ramifications of the stream scarcely covers the mud, is hardly ever properly renewed, stagnates, and putrifies.
stenches			The family of Mr . Latreille					generated when the pond is emptied	near the outlet into the Thames		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	Latreille, whose house is situated near the outlet into the Thames, have much suffered in health from the stenches generated when the pond is emptied.
nuisance	the King's Mills Stream		I	of the worst kind							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	I consider the King's Mills Stream a nuisance of the worst kind, and as many complaints have been made to me about it, I thought it advisable to bring it at once under the notice of this Vestry.
stench	a pool of stagnant water			disagreeable				during the hot weather	In Wellington-street , Albion-street		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	In Wellington-street, Albion-street, there is, after rain, a pool of stagnant water, from which, during the hot weather, a disagreeable stench arises.
stench	the drainage stagnating on the pavement and in the gutter		the neighbours and passengers								006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The drainage of these two dwellings runs from the back to the front, through an open wooden trough under the floor of the lower rooms, and discharges itself by a sort of pigeon-hole in the wall into the street; the neighbours and passengers complain of the stench generated by the drainage stagnating on the pavement and in the gutter.
effluvia	from the liquid pollution		by the inmates								006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	As almost every yard is inundated from the overflowing of the cesspool, and in one or two cases, the filth is literally penetrating into the ground floor of the houses, every breath inhaled by the inmates must be charged with the effluvia arising from the liquid pollution.
stench				most offensive				after a shower of rain			006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The rape and linseed fall from the bags on to the ground, which is unpaved, lie there and rot; and after a shower of rain, the stench is most offensive.
smells	liquid sewage			abominably					the lower part of the houses		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The pipe also conveying the solid and liquid matter down to a drain under the flooring of the houses is leaky, and the lower part of the houses, more especially of No. 4, is often covered with liquid sewage, and smells abominably.
stenches	stagnant sewage		to the dwellers in Berkeley-street and Chester-terrace		caused annoyance				the ditch	during the summer	006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	In the course of time the ditch has become full of stagnant sewage, and the stenches arising therefrom during the summer caused annoyance to the dwellers in Berkeley-street and Chester-terrace.
smelt	the liquid					as if it had been dipped from a sewer		after standing a few hours			006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	Even a short time ago, they had no water, but from a tidal pump, and the liquid after standing a few hours, smelt as I said in one of my former reports— as if it had been dipped from a sewer.
stench	a pool of stagnant sewage		All the inmates of the place		suddenly seized with vomiting and purging , and forced to leave her work				At 28 , Princes Street		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	At 28, Princes Street, besides a full cesspool, and a choked drain, there is in the washhouse, a pool of stagnant sewage. 21 All the inmates of the place, complain of sickness and headache' and a woman employed to wash clothes on the premises, was' from the effect of the stench, suddenly seized with vomiting and purging, and forced to leave her work.
nuisance	of the mud of the mill-stream		by inhabitants of the part of Rotherhithe | by owners of property in that district	intolerable				occasioned by the casting of the mud of the mill-stream near the houses			006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	Gentlemen, Variocs complaints having been made to me, by inhabitants of the part of Rotherhithe called Jamaica Level, and by owners of property in that district, of an intolerable nuisance occasioned by the casting of the mud of the mill-stream near the houses.
smell	this accumulation of solid sewage		my	sickening | faint							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	Although the weather was cold at the time of my examinations, this accumulation of solid sewage, the settlings of a quarter of a century or more, exhaled a faint, sickening smell.
nuisance	such a mass of decomposing organic filth				more likely to generate disease						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	No nuisance is more likely to generate disease than such a mass of decomposing organic filth.
effluvium	from , the mud of ponds and ditches				always injurious , and often fatal , to the human constitution						006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	Ague and typhoid fever are likely to be engendered from such a cause, there being no fact in the whole range of medical science more clearly established, and more universally admitted, than that the effluvium. from, the mud of ponds and ditches is a subtile poison, always injurious, and often fatal, to the human constitution.
effluvia	the sewage				would , in all probability , be harmless			becoming diluted	further away from the dwellings		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	However undesirable draining into open ditches may be, in the abovementioned case, it would be infinitely preferable to what at present exists, by carrying the sewage further away from the dwellings, and into an open space, where the effluvia becoming diluted would, in all probability, be harmless. 24 An open ditch, beginning by a dead head at the southern extremity of Berkeley-street, after running a course of about two hundred and fifty or three hundred yards, discharges itself into the sewer in Swan-lane.
smell	The ditch										006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The ditch itself is clean and without smell, and receives the drainage of ten small houses.
effluvia	by the action of sulpuric acid upon raw bones , blood , pieces of skin , soot , sugarscum , and such-like ingredients			The worst kinds of							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The worst kinds of effluvia are generated by the action of sulpuric acid upon raw bones, blood, pieces of skin, soot, sugarscum, and such-like ingredients.
smell		the atmosphere		strong | acid				while the mixing is going on	in the neighbourhood of the factories		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	A strong acid smell also always pervades the atmosphere in the neighbourhood of the factories, while the mixing is going on.
stenches									from the premises of Messrs		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	In consequence of a letter addressed to me in the beginning of the month, complaining of the stenches emanating from the premises of Messrs.
smell	manure in open vessels		by almost every passenger	so offensive	that remarks thereon were uttered by almost every passenger				in the street		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The men were making manure in open vessels, and the smell in the street was so offensive, that remarks thereon were uttered by almost every passenger.
fetid	patent manure	gases		fetid							006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	To conclude, 1 am of opinion that patent manure may be made in properly closed vessels without nuisance, and that all manufacturers of that article, whose premises are offensive to the neighbouring inhabitants, should be compelled to erect proper machinery for conducting the operation of mixing in such a manner that the fetid gases exhaled therefrom be carried into a high shaft, and if they are still found to be a nuisance, that they be burned by passing through a coke fire before escaping into the air.
smells	pools of stagnant water			foul	injurious to the health of the neighbours			after rain	from the premises 47 and 48 , Lower Queen-street		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	A statement was made at the last meeting of this Board, that foul smells, injurious to the health of the neighbours, were given out from the premises 47 and 48, Lower Queen-street, and that 26 after rain, there existsd in the back yards, pools of stagnant water.
smell	pool of stagnant water		I	foul					The yards		006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt	teresa.tsv	The yards in other respects are clean and orderly, I never could perceive any foul smell, or did I observe any pool of stagnant water, and in this statement I am borne out by the testimony of the Surveyor and other Officers of this Vestry.
smells			the inhabitants of Charlton | the adjoining parishes | the Sanitary Committee of the Woolwich garrison	offensive							031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	In the first place, I am of opinion that the complaintsmade by the inhabitants of Charlton and the adjoiningparishes, and by the Sanitary Committee of the Woolwichgarrison, of offensive smells, are well foimded.
odour				sickening | more distinctly acid | Two varieties of				to be perceived according to the direction of the wind			031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	Two varieties of odour were described to me, both of which weresaid to be sickening, but the one more distinctly acid thanthe other, and the one or the other was said to be perceivedaccording to the direction of the wind.
odour				both varieties of					all parts of the district		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	But all parts of thedistrict from which the complaints issued do not sufferequally from both varieties of odour.
odour				each variety of | perceptible | one variety | the other variety	is perceived			a mile from the river | at a considerable elevation | When the wind is in the north-west or north-north-east | when east - north-east	on the barrack field | at the barracks		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	Gordon, the principal medical officer of the2:arrison, was altogether the clearest and most instructivethat I had received, inasmuch as at the barracks and on thebarrack field, about a mile from the river and at a considerable elevation, each variety of odour is perceptible.
odour			he	of the one variety				when passing the manure works of Messrs | when travelling down the river from Woolwich to Purfleet	the manure works of Messrs		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	Gordon states that when travelling down the river fromWoolwich to Purfleet he has recoo-nised the odour of theone variety when passing the manure works of Messrs.
odour			he								031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	The odour from the last-named works he compares to that which he has perceived in India when passingto leeward of the places in which the Hindoos consume, byan imperfect cremation, the bodies of their dead.
odour			odour | he					when passing to leeward of the places in which the Hindoos consume , by an imperfect cremation , the bodies of their dead	in India		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	The odour from the last-named works he compares to that which he has perceived in India when passingto leeward of the places in which the Hindoos consume, byan imperfect cremation, the bodies of their dead.
odour				sickening | putrid							031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	Theodour is putrid as well as sickening.
effluvia		A north-east wind							the barracks from Barking Creek		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	A north-east windwould bring effluvia towards the barracks from BarkingCreek, distant 2 miles, while a more easterly wind wouldbring those from Ei-ith Marshes, distant 4^ miles.
effluvia		a more easterly wind							effluvia | Ei-ith Marshes		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	A north-east windwould bring effluvia towards the barracks from BarkingCreek, distant 2 miles, while a more easterly wind wouldbring those from Ei-ith Marshes, distant 4^ miles.
odour				two varieties of				according as the wind is in the north or hi the north-east	In the village of Plumstead		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	In thevillage of Plumstead, also, there are two varieties of odourperceived, according as the wind is in the north or hi thenorth-east ; the one wind blowing from the direction ofBarking Creek, distant 2 miles, and the other from thedirection of Erith Marshes, distant 3 miles.
odour				two varieties of | offensive				according as the wind is in the east			031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	The Manager of the Southern Outfall Pumping Stationalso distino ' uishes two varieties of offensive odour, according as the wind is in the east, bringing efflnvia which hedescribes as intolerably offensive, from the direction of theglue and manure works of Messrs.
efflnvia	the glue | manure works of Messrs		he	intolerably offensive							031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	The Manager of the Southern Outfall Pumping Stationalso distino ' uishes two varieties of offensive odour, according as the wind is in the east, bringing efflnvia which hedescribes as intolerably offensive, from the direction of theglue and manure works of Messrs.
effluvia									Barking Creek		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	Bevington, about half a-mile lower down the river; or inthe west, bringing effluvia from Barking Creek, distantabout 2 miles (no factory, giving rise to offensive effluvia,intervening.)
effluvia				offensive							031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	Bevington, about half a-mile lower down the river; or inthe west, bringing effluvia from Barking Creek, distantabout 2 miles (no factory, giving rise to offensive effluvia,intervening.)
odour			the Inspectors of Nusiances	one variety of | offensive					at Charlton		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	On the other hand, at Charlton, it appears,from the statements of the Inspectors of Nusiances, thatonly one variety of offensive odour is the subject of complaint, that it is of an acid and sickening character, and isperceived only when the wind is in the north-west, and,therefore; blowing from the direction of a group of factorieson the north shore near the Victoria Docks, and from somefactories on the opposite or south shore and situated inGreenwich Marshes.
odour				acid | sickening				is perceived only when the wind is in the north-west	odour | a group of factories on the north shore near the Victoria Docks | some factories on the opposite or south shore and situated in Greenwich Marshes		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	On the other hand, at Charlton, it appears,from the statements of the Inspectors of Nusiances, thatonly one variety of offensive odour is the subject of complaint, that it is of an acid and sickening character, and isperceived only when the wind is in the north-west, and,therefore; blowing from the direction of a group of factorieson the north shore near the Victoria Docks, and from somefactories on the opposite or south shore and situated inGreenwich Marshes.
effluvia			the inhabitants						of Charlton		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	Theeffluvia from group 1 alone appear to be complained of bythe inhabitants of Charlton; the effluvia from groups 1, 2and 3 appear to annoy the garrison at Woolwich; whilethose from groups 2 and 3 annoy the inhabitants of Plumstead village and of the little colony at the SouthernOutfall Pumping Station.
the garrison			the garrison						at Woolwich | those		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	Theeffluvia from group 1 alone appear to be complained of bythe inhabitants of Charlton; the effluvia from groups 1, 2and 3 appear to annoy the garrison at Woolwich; whilethose from groups 2 and 3 annoy the inhabitants of Plumstead village and of the little colony at the SouthernOutfall Pumping Station.
those			the inhabitants						the little colony at the Southern Outfall Pumping Station | of Plumstead village		031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	Theeffluvia from group 1 alone appear to be complained of bythe inhabitants of Charlton; the effluvia from groups 1, 2and 3 appear to annoy the garrison at Woolwich; whilethose from groups 2 and 3 annoy the inhabitants of Plumstead village and of the little colony at the SouthernOutfall Pumping Station.
effluvia				perceptible				at a short distance from the works			031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	All of these factories are not equallyoffensive; some give issue to effluvia only perceptible at ashort distance from the works, while the effluvia from othersare such as experience has shown may be carried by thewind to the distance of several miles.
effluvia		by the wind									031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	All of these factories are not equallyoffensive; some give issue to effluvia only perceptible at ashort distance from the works, while the effluvia from othersare such as experience has shown may be carried by thewind to the distance of several miles.
effiuvia		the works									031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	The observations made in my inspection of each groupof factories were specially directed to ascertain the extentof the works, the duration of their existence, the characterand amount of effiuvia proceeding from them, and the meansin use for preventing the escape of offensive effluvia.
effluvia				offensive							031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	The observations made in my inspection of each groupof factories were specially directed to ascertain the extentof the works, the duration of their existence, the characterand amount of effiuvia proceeding from them, and the meansin use for preventing the escape of offensive effluvia.
effluvia				offensive							031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	The arrangements for preventing the escape of offensiveeffluvia are very imperfect, but, inasmuch as but little workhas been carried on at these premises up to the presenttime, the effluvia proceeding from them have probably hadlittle to do with the complaints
effluvia	sulphate of ammonia										031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	The arrangements for preventing the escape of offensiveeffluvia are very imperfect, but, inasmuch as but little workhas been carried on at these premises up to the presenttime, the effluvia proceeding from them have probably hadlittle to do with the complaints
fumes	oil of vitriol			acid				in the manufacture of			031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	(a. ) Thearrangements for preventing escape of acid fumes in themanufacture of oil of vitriol appear to be efficient, exceptat times when the denitrating chamber is being washed out,which is only occasionally, {h.)
effluvia		into the atmosphere		offensive				during the mixing of the materials			031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	Until quitelately, no means have been in use for preventing the escapeof offensive effluvia into the atmosphere during the mixingof the materials, or subsequently on their discharge fromSection2
effluvia		into the atmosphere		offensive							031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt	teresa.tsv	The bestpracticable means, so far as my knowledge extends, of preventing the escape of offensive effluvia into the atmospherefrom the mixer and the reception-pits are in use in thisestablishment.
