Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Title	Annotator
dünstend	Körper										MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtag_potentially_smelly_passages_53.txt	annotator9.tsv
Geruch	Stuhlgänge					mehr fäculent				Gleichzeitig	MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtag_potentially_smelly_passages_53.txt	annotator9.tsv
riechet	Kraut			wohl | angenehm							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtak_potentially_smelly_passages_733.txt	annotator11.tsv
riechet	Die - ſes Kraut			uͤberaus wohl und angenehm							HOUSEHOLD_RECIPES_048G 1753 Christian Reichardt Land- u. Garten-Schatzes. Bd. 4. Erfurt, 1753.txtak_potentially_smelly_passages_733.txt	annotator9.tsv
riechend	Stühle			aculent							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtae_potentially_smelly_passages_2049.txt	annotator11.tsv
riechend	Die Stühle			( aculent						Am nächsten Morgen	MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtae_potentially_smelly_passages_2049.txt	annotator9.tsv
stinkende	Gase			stinkende					Über der kahlen Erde		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtab_potentially_smelly_passages_1509.txt	annotator9.tsv
aromatiſchen	Beſtandteile der geröſteten Kaffee							Verflüchten			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1120.txt	annotator11.tsv
duftende	Mai - blumen										LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtaj_potentially_smelly_passages_1334.txt	annotator11.tsv
duftende	Sträußer von Mai - blumen			duftende						Vor acht Wochen	LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtaj_potentially_smelly_passages_1334.txt	annotator9.tsv
riecht	Pflanze	Munde	er								TRAVEL_ETHNOGRAPHY_052G 1777 Engelbert Kaempfer Geschichte und Beschreibung von Japan. Hrsg. v. Christian Wilhelm von Dohm. Bd. 1. Lemgo, 1777.txtak_potentially_smelly_passages_1149.txt	annotator9.tsv
geduftet	Esma Khan			geduftet							TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtah_potentially_smelly_passages_1743.txt	annotator9.tsv
riechen	die Fußſtapf - fen der Feinde		Waͤchtern		gehen ſie den Feinden entge - gen				von ferne		TRAVEL_ETHNOGRAPHY_024G 1631 Johann Ludwig Gottfried Newe Welt Vnd Americanische Historien. Frankfurt (Main), 1631..txtao_potentially_smelly_passages_829.txt	annotator9.tsv
duftenden	Römer										HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_68.txt	annotator11.tsv
geruchloſe	Flamme		man								HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtao_potentially_smelly_passages_685.txt	annotator11.tsv
geruchloſe	Flamme			geruchloſe				Nur wenn dieſer durchaus richtig reguliert wird			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtao_potentially_smelly_passages_685.txt	annotator9.tsv
duftenden	Weinberge			duftenden	ſchmeichelten mich wieder zufrieden						LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtag_potentially_smelly_passages_1890.txt	annotator9.tsv
duftenden											LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtac_potentially_smelly_passages_1272.txt	annotator11.tsv
duftenden	Weihrauch			duftenden						in dieſem Früh - jahr	LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtac_potentially_smelly_passages_1272.txt	annotator9.tsv
Chlorgeruch	Chlorgeruch			starker				zündeten wir vor den Eingängen große Strohfeuer an	im Bergwerke		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2560.txt	annotator9.tsv
Qualm	Qualm			beizender	uns fast aus unserem Zufluchtsort vertrieb und uns zwang , die Luft durch Schwenken von Mänteln und Zeltbahnen zu reinigen			zündeten wir vor den Eingängen große Strohfeuer an			LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2560.txt	annotator9.tsv
Chlorgeruch				starker					Bergwerke		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2560.txt	ger.tsv
wohl riechenden	Ro - ſen-Waſſer			guten							MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtan_potentially_smelly_passages_960.txt	annotator11.tsv
Geruch	Pulvern		man								MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtan_potentially_smelly_passages_960.txt	annotator11.tsv
riechenden	Ro - ſen-Waſſer			wohl							MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtan_potentially_smelly_passages_960.txt	annotator9.tsv
Geruch	es			noch ed - ler							MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtan_potentially_smelly_passages_960.txt	annotator9.tsv
duftende	Stoffe			lieblich duftende	welche dem Wein ſein Aroma , das ſogen . „ Bouquet “ oder die „ Blume “ verleihen					während dieſer Gährungs - periode	HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_65.txt	annotator9.tsv
Balſamduft											LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtad_potentially_smelly_passages_2250.txt	annotator11.tsv
Balſamduft	blühender Gefilde			Balſamduft				meine Sehnſucht , mein Gefühl	para - dieſiſche Ufer		LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtad_potentially_smelly_passages_2250.txt	annotator9.tsv
stinkt	Senkgrube			stinkt					hinten		LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtab_potentially_smelly_passages_1510.txt	annotator9.tsv
stinkt	Senkgrube | Senkgrube										LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtab_potentially_smelly_passages_1510.txt	ger.tsv
riechende	Btulileütleerungeu			faulig							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtaf_potentially_smelly_passages_2325.txt	annotator11.tsv
Geruch											MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtaf_potentially_smelly_passages_2325.txt	annotator11.tsv
riechenden	Arzneien		Kranken	wi - drig							MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtaf_potentially_smelly_passages_2325.txt	annotator11.tsv
riechende	Btulileütleerungeu										MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtaf_potentially_smelly_passages_2325.txt	annotator9.tsv
Riechen	Tabak | Kaffee		Hundes		Augenblicklich begann der Hund die Suche im Zimmer						TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtaa_potentially_smelly_passages_845.txt	annotator9.tsv
schnupperte	Kasten		der Hund						unter das Bett ,		TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtaa_potentially_smelly_passages_845.txt	annotator9.tsv
riechen	Konterbande		Flock								TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtaa_potentially_smelly_passages_845.txt	annotator9.tsv
riechen	Konterbande		der Hund	keine				Wo keine Konterbande ist			TRAVEL_ETHNOGRAPHY_012G Arthur Achleitner Der Finanzer Leipzig 1916.txtaa_potentially_smelly_passages_845.txt	annotator9.tsv
aromatische	Mittel										MEDICINE_BOTANY_003G Johann Ferdinand Heyfelder 1832 Die Cholera in Frankreich.txtao_potentially_smelly_passages_455.txt	annotator11.tsv
Gasgeruch	Gasgeruch		schadenfrohe Gesellen	stärkeren						In der Nacht	LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2562.txt	annotator9.tsv
Nase	gewaltig qualmenden Ofen		Vogel		hielt sich mit Jammermiene die Nase zu					eine Stunde lang	LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2562.txt	annotator9.tsv
Gasgeruch			einige schadenfrohe Gesellen	immer stärkeren							LITERATURE_004G Ernst Junger 1922 In Stahlgewittern.txtaa_potentially_smelly_passages_2562.txt	ger.tsv
Geruch	eine art Melonen			lieblichen	daher ſie auch Schamame ge - nant				auſſerhalb der Stadt		TRAVEL_ETHNOGRAPHY_026G 1647 Adam Olearius Offt begehrte Beschreibung Der Newen Orientalischen Rejse. Schleswig, 1647..txtaw_potentially_smelly_passages_697.txt	annotator9.tsv
Wohlgeruch	ein niedliches Gerichtchen enthielt , welches die Form eines Beefſteak hatte		ich	Wohlgeruch	daß ich ſelbſt noch Appetit bekam					Später	TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtag_potentially_smelly_passages_485.txt	annotator9.tsv
riechen	„ Die Heuſchrecken							geröſtet , klein geſtoßen und in die Erde gelegt			TRAVEL_ETHNOGRAPHY_067G 1892 Karl May Durchs Wilde Kurdistan. Freiburg (Breisgau) 1892.txtag_potentially_smelly_passages_485.txt	annotator9.tsv
verduften											LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtah_potentially_smelly_passages_724.txt	annotator11.tsv
Wohlgerüchen											LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtah_potentially_smelly_passages_724.txt	annotator11.tsv
Duft											LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtah_potentially_smelly_passages_724.txt	annotator11.tsv
verdufte											LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtah_potentially_smelly_passages_724.txt	annotator11.tsv
Wohlgerüchen			ich	Wohlgerüchen	daß jeder deinen Geiſt einſöge durch mich						LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtah_potentially_smelly_passages_724.txt	annotator9.tsv
Duft	das Feuer			Duft							LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtah_potentially_smelly_passages_724.txt	annotator9.tsv
verdufte	ich			verdufte							LITERATURE_020G 1835 Arnim, Bettina von_ Goethe_s Briefwechsel mit einem Kinde. Bd. 1. Berlin, 1835.txtah_potentially_smelly_passages_724.txt	annotator9.tsv
Geruch		Die Wuͤrkungs-Crayſe	die Geiſter | die Menſchen								RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
Geruch	Heuchler	Wuͤrkungs-Crayß		zum Brechen einfallender | zum Brechen einfallender							RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
Dunſt	Heuchler	Wuͤrkungs-Crayß		zum Brechen einfallender | zum Brechen einfallender							RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
Ausduͤnſtung	Der pra - lenden Redner					wie gebrannt Brod ,					RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
Dunſt	Wolluͤſtigen			wie ein Secret							RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
riecht	der Ehebrecher			uͤb - ler							RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
Ausduͤnſtung	Gehaͤßigen | Geitzigen					Todten-Geruch | wie der Maͤuſe					RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
Ausduͤnſtung	welche Unſchuldige verfolgt ha - ben					wie Laͤuſe					RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
Ausduͤnſtungen			kei - nem | welchem die innere Fuͤhl-Kraͤfften eroͤffnet ſeynd								RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
Dunſt-Crayß	Weibsbild				hat etliche Tage einen Geſtank von ſich ge - geben , wo ſie hinkam						RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
Geſtank	Weibsbild			Geſtank				welche her - nach [ 96 / 0096 ] Von den Wuͤrkungs-Crayſen nach ſich zu den Sirenen-Geſtalten geſellt	wo ſie hinkam		RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
Dunſt			Die Geiſter			wie toͤdtlich					RELIGION_051G 1776 Emmanuel Swedenborg Auserlesene Schriften. Bd. 4. Frankfurt (Main), 1776.txtad_potentially_smelly_passages_2260.txt	annotator9.tsv
riechen	Blumen			angenehm							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_61.txt	annotator11.tsv
riechen	eine Roſe und ein Veilchen			angenehm	mit einander verwechſeln könnte						HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtay_potentially_smelly_passages_61.txt	annotator9.tsv
aromatiſches	Citronen - Saltz Eſſenz										MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtal_potentially_smelly_passages_2405.txt	annotator11.tsv
aromatiſches	Citronen - Saltz Eſſenz			aromatiſches						Morgens und Abends	MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtal_potentially_smelly_passages_2405.txt	annotator9.tsv
Geruch	Schwefelkohlenſtoff			betäubendem | durchdringendem							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtau_potentially_smelly_passages_2463.txt	annotator11.tsv
Geruch	Schwefelkohlenſtoff			betäubendem | durchdringendem				Schwefeldampf über glühende Kohlen leitet [ 415 / 0433 ] Färben und Drucken . Fuſelöl ] in geſchloſſenen Apparaten behandelte			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtau_potentially_smelly_passages_2463.txt	annotator9.tsv
Geruch	Biſam | Zibeth | Gal - liæ Moſchatæ | Aliptæ Moſchatæ		du								MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtan_potentially_smelly_passages_958.txt	annotator11.tsv
wohlriechend	Pulver	Kleidern									MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtan_potentially_smelly_passages_958.txt	annotator11.tsv
wohlriechende	Seyffe			fuͤrtreffliche							MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtan_potentially_smelly_passages_958.txt	annotator11.tsv
Geruch				edler			du				MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtan_potentially_smelly_passages_958.txt	annotator9.tsv
Aroma				künſtliches							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtba_potentially_smelly_passages_139.txt	annotator11.tsv
wohl riechende	Spaniſche Maſſa										MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtal_potentially_smelly_passages_2406.txt	annotator11.tsv
Geruch											MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtal_potentially_smelly_passages_2406.txt	annotator11.tsv
riechende	Spaniſche Maſſa			wohl							MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtal_potentially_smelly_passages_2406.txt	annotator9.tsv
Geruch	Pulver			angenehmen | wohl	dem Kopff zutraͤglichen						MEDICINE_BOTANY_019G 1699 Abel, Heinrich Kaspar_ Wohlerfahrner Leib-Medicus der Studenten. Leipzig.txtal_potentially_smelly_passages_2406.txt	annotator9.tsv
Geruches	Kaffees			brenzlichen				Wird das Brennen zu weit fortgeſetzt			HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1118.txt	annotator11.tsv
Aroma	Kaffees			angenehme							HOUSEHOLD_RECIPES_068G 1896 Heinrich Samter Das Reich der Erfindngen. Berlin, 1896..txtaz_potentially_smelly_passages_1118.txt	annotator11.tsv
