Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect	SentenceBefore	Sentence	SentenceAfter
bl19	whiffing	Tobacco					you				Bite inyourneather .	lip , and I warrant you , Or make as if you were whiffing Tobacco ; Or puichlikeme .	Gods - ( o , I heare thy Husband .
bl19	perfume|odoriferous|odoriferous	senrs|all the Spices	delicious|odoriferous|odoriferous	Into		the house					Thoublelsed M cu - .	ie , Prep re a banquetfit to please the Gods ; Let Sphærc - We Mulicke breathe delicious tones Into our mortal ! carts ; perfume the house With odoriferous senrs , lweeterthcn Myrrhe , Or all the Spices in Pancbain .	* H , s fight and touching wee will recreate , That his flue S mses ( hall be flue - fold happy .
bl19	breath|perfume	His	swcete								* H , s fight and touching wee will recreate , That his flue S mses ( hall be flue - fold happy .	His breath like Roses casts out swcete perfume * Timenow with pleafureseall iXelsc consume .	Enter Gmaca How like adonis in his hunting wcedcs , mhu hunting Lookes this fame Goddesse tempter ? weedet .
bl111	smell	the flowers	sweet								Curt .	How sweet , ray If btmore , the flowers smell - lth .	Like thy brearh , fweet - hart , no violet like ' em ^ Pil .
bl111	stinke	they			like aHolly - Hoke		me				Like thy brearh , fweet - hart , no violet like ' em ^ Pil .	Foh , me thinkes they stinke like aHolly - Hoke .	Bar .
bl112	fmells	Eajlern		through all die Air							Could this white day a Gift more grateful bring ? Oh yes ! it brought blefs ' d Mary to the King ! In Keynton Field they met , at once they view Their former Victory and enjoy a new .	Kfynton 29 Keynton the Place that Fortune did approve , To be the noble ft Scene of War and Love - r Through the Glad vail , Tenthoufand Cupids fled And Chas ' d the wandring _ fpirits of Rebels dead , Still the lewd fcent of Powder did they fear , And fcatter d Eajlern fmells through all die Air ; Look happy Mount , look well , for this isfhe , That Toyl ' d and Travel ' d for thy Victory , Thy flourifhingHead to her with reverence bow , To her thou oweft thatFame which Crownsthee now .	From far ftretcht Shores they felt her fpirit , and might ; Princes and God at any diftance fight , - At her return , well might fh ' aConquefthave , Whofe very abfence fuch a Conqueft gave .
bl115	reeking						my				Lyf .	It was this hand that bath ' d my reeking ( word In his life bloud , while he cried out for mere ie , But I remorfleffe , panch ' t him , cut his throat } He with his laft breath crying , Cynthia ; Cyn .	O thou haft told me newes that ckaues my hearr , .
bl116	fmell		onely								Ferd .	Antonio ? A flaue , that onely fmell ' dof yncke , and coumprers .	And neu ' r in ' s hke .
bl116	perfumes			your Piftoll							Bof .	Sure your Piftoll holds Nothing but perfumes , or kiffing comfirs : excellent Lady , You haue a pritty way on ' t to difcouer Your longing : Come , come , IJll difarme you , And arme you thus .	yet this b wondrous ftrange .
bl116	fmells	of Lymmonpils									I thinke fhe did : eomc hethcr .	mend my ruffe , Here , whcn ? thou art fuch a tedious Ladyjand Thy breath fmells of Lymmonpils .	wouldthou hadft done Shall I found vnder thy fingers ? I am So troubled with the mother .
bl116	perfume	Gun - powder									Sil .	He is horribly afraid , Gun - powder will fpoile the perfume on ' r , DA .	IfawaDuch - manbreakehispateonce For calling him pot - gun , he made his head Haue a boarc in ' t , likc a musket .
bl117	smells		Sweet							would make my head ake	Sen .	O Sir , you are he that stick I ' d not to say , Sweet smells would make my head ake , but I think now , I ' ve made your heart ake for ' t .	These tears of yours I hope will make some seeds of virtue bud forth apace , and cause you to grow better as well as bigger ; like April ssiowres they may produce those flowers ( of Rhetorick ) which you lately told me , would be Tfie Pior Schollan had been severly punissi ' t ; and young Eugenes would have been in as poor a condition , as a wandring Pilgrim : His pockets would have heen sufficient Arguments to prove a Vacuum in Nature : I ' me glad ' that I can be so instrumental to my friends ; tis no small satisfaction to me .
bl117	smells|perfumes						to those who			will make his head ake	a .	c smells will make his head ake , And flowers of Rhctoricke would to him be As offer five as perfumes are to those who are Affected with fits of the Mother .	Eug .
bl117	stinking|stinking	breach	stinking|stinking								Mor .	I ' me sure the Sages of the world thought otherwise , When they preferib ' d us this experiene ' d Axiom ; A Bird is known by th ' tune , a Beagle by His mouth , Man by his words ; A stinking breach is not a surer symptom Of putred lungs , then an obscene tongue of an ' Impure heart , ' twere better thatclock ( thy tongue ) Would never strike , except it were co betcer purpose , Then to excite and raise thy lusts - , ' twere more Expedient that clapper ( hould stand still , then Eccho ftemrft % otkr .	.
bl120	stinks	he									Con .	That is but till he stinks , Sir .	Come , Sir , strip , strip * Am .
bl120	stink	her					J				She is drunks Tat .	By Salmon , I think my More is in drink , J find by her stink ; and the pretty prec .	ty pink Of her Ney .
bl120	stinks	your Encercaiment '									Sir , my Master sends you .	word , and plainly , that without your Company , your Encercaiment ' stinks .	He has commanded me saddle his Nags , ana away co night .
bl122	Perfumes|Odour|breathing|breathing	Saba	- breathing|breathing								Thou Oracle ! A Father in thy Care ; In Love , a Brother ; the Delinquent fpare ; In CHRIST ' S PASSION 98 ( m ) Who knows but foon a holier Age may come , When all the World fhall celebrate this Tomb ; And Kings , as in a Temple , here adore ; ( Shoar ; Through Fire and Sword fought from the farthef NICOD EMVS .	et Pure Water of the Spring , you precious Tears , ' Perfumes which Odour - breathing Saba bears , ( m ) Who knows but foon a holier Age , Sec ] Helena , thi Mother of Con ft antine , throwing down the Fane of Venus , which Adrian had erected on Calvary , covered both the Mount and Sepulchre with a magnificent Temple , which yet hath refilled the Injuries of Infolence and Time ; and what was before without , in Reverence to the place , is now in the heart of the City .	To recover this from the1 Saracins , divers of the Weftern Princes have unfortunately unfortunately ventured their £ erfbns and People ; though Godfrey of Buttein , with an Army of three hundred thoufand , made of the City and Country an abfolute Conqueft : Whofe Succeflburs held it for fourfcore and nine Years , and then beaten out by Saladin , the Egyptian Sultan .
bl122	confumed					the Temple					ftain ' d : Oh , that I were the Minifter of Fate ! I then would tear your guilty Buildings down ; And , in aCrimfon Sea , their Ruins drown .	Is this too little ? ( c ) Let Difeafes fow Their fruitful Seed , and in Deftruclion grow : ( b ) Let the Great in War , & amp ; cc ] Titus Vefpatian ; who befieged Jerufalem , when almoft all the Jewifii Nation was within the Walls , there met to celebrate thePalfover ; who took it by Force , confumed the Temple with Fire , ( which fell on that Day in which it was formerly burnt by the Chaldeans ) and levelled the City with the Ground ; eleven hundred thoufand there perifhing by Famine , Peftilence , and the Sword ; another hundred thouland Captives were pub .	lickly pub .
bl122	fragrant|fragrant	Balfamum	fragrant|fragrant								E4 Chorus A TRAGEDT .	13 ( m ) Thofe woods of Palm , producing Dates ; ( » ) Of fragrant Balfamum , which hates The Touch of Steel : Where once the Sound Of Trumpecs levell ' d with the Ground Unbatter ' d Walls ; ( a ) that Mount which ( hrouds His Airy Head in hanging Clouds , Where Death clos ' d our loft Prophet ' s Eyes , • Admire to fee their Colonies Afcend the Hills of Solyma , In Celebration of this Day .	( w ) 7 he Woods of Talms .
bl122	fragrant|fragrant	Balfamitm	fragrant|fragrant								^ In the Plains adjoynine to Jericho : From their Abundance , called the Citv of Palms .	J ( » ) ° f fragrant Balfamitm , which , & amp ; c ] As in Engaddt , Engaddt , fo Bailamum grew plentifully about Jericho A Plant only proper to that Country ; and from thence transported into Egypt by Antmius , to gratifie Cleopatra It dies , if it be touch ' d with Iron , and therefore they lanch the Rind with fharp Stones , or Knives of Bone ; from Whence that precious Liquor diftilleth .	; ( o ) That Mount .
bl123	perfume|smelling	various		the Air							Reas .	how ' s that , too secret for us , we that arc Nature ' s Physician , have imbowel ' d her to all her woers • » and by several clues C 3 tf CO ht for your morning drink y then shall he run into the Indies , and thence load himself With richest spices to perfume the Air When you shall walk abroad - , Sach morning fre shall wait upon , you with a Heav ' nly Noise os rarest Musique , whose sweet harmony shall pass that of the Spheres , and fill you full of joyfull ex acics - , Green shades beslrcw ' d with Natures verdant Plush , and thickly he ' d with various colour ' d flowers : ( hall please your eyes and bless your smelling too : then will he lead you on your gsntle Palfrey to the Park , Where you shall follow brave Aileons mates , over the flowery Lawnes , and Christal springs after the light - foot D - er , till thy ( hall fall down Captive at your sect : then against your returnrn , shall he new dress him in a Banquet or when you would be private , he shall read sweet Amorous Sonnets to you i such as are Great Ovids bucksome Elegies : and then , ■ when as the Sun has in his Western Be .	d shrouded himself and left his guard of Stars c to watch the slumbers of the universe : .
bl123	perfume|fragour|fented	fpices		the ambient Air							corruptible frame , which she must render to her heav ' nly Spouse y as a pure Vessel sanctifyed and free from all the stains of Lusts impurity : meanwhile let the uBgovern ' d youth but think upon the stripes and wounds ot him , that dyed to ransome him , whosc martyr ' d flesh was free , from all Indulgencies of ease and sloth , but us ' d to labours , wafehings , toils and smart : Did then our head indure such miserie , and shall the members snort in luxurie & gt ; Olfatt .	Never the India ' s with their numerous ( tores , of fpices , could perfume the ambient Air , with fuch a fragour as ev ' rt now there came from her rich - fented garments as ( he pafh Faith .	Yet is the incenfe of a holy prayer , perfum ' d by faith , more choice and fweet than they , more fweet the Spikenard of the Church , when ( he perfum ' d the Table of her King therewith .
bl123	perfum ' d|fweet|perfum ' d	a holy prayer|the Table of her King	fweet				he				Never the India ' s with their numerous ( tores , of fpices , could perfume the ambient Air , with fuch a fragour as ev ' rt now there came from her rich - fented garments as ( he pafh Faith .	Yet is the incenfe of a holy prayer , perfum ' d by faith , more choice and fweet than they , more fweet the Spikenard of the Church , when ( he perfum ' d the Table of her King therewith .	Guftus .
bl124	odours		ofpreciatu	them							Tour pitus wives to Mars and Jove .	' While tvc da fing t Gummes ofpreciatu odours bring , And light them with your love .	As your btly fires de rift , tJI ' & amp ; fklJrveto rvtnder .
bl126	fragrant|fragrant		fragrant|fragrant								Swift , as quick thought , through every art I range : Who but a GOD , like me , could Sexes change ? Sporus be witnefs of my Mighty art } Sporus , now Lady , once Lord o £ my heart .	At my command , the fragrant Winds do blow 5 j The willing floods in waves of balfom flow : C This hand does all the fweets of nature low .	) I rankfack Nature } all its treafurcs view 5 ? Beings annihilate , and make a new : & gt ; ■ AH this can I , your God - like Nero , do .
bl127	fragrant|fragrant		fragrant|fragrant								A Long Adieu to all that ' s bright , Noble , or brave , in Womankind , To all the wonders of their Wit , And Trophies of their mind ; The glowing Htai of th ' Holy Fire is gone , To ' th ' Altar , whence ' tw .	tS handled , flown - , There ' s nought on Earth , but Ajhes left behind ; Eire fince th ' amazing found was fpred , ORINDA ' / TW , ; Every foft and fragrant ward , v All that language could afford , - , Every high and lofty thing That ' s wont to fet the Soul on wing , No longer with thisworthlefs World would ft ay : Thus when the Death of the great PAN was told , Along the fiore the difmal tidings roll ' d , The lefter Gods their Fahes forfookf * Confounded with the mighty ftroke , They could not over - live that Fatal day , Butfigh ' d , and groan d their gafping Oracles away .	2 .
bl127	perfumes|Fragrancy|Fragrancy		Fragrancy|Fragrancy								When by a happy liberty , We may thy lovely bofom fee , The whiteft Curds , nor falling Snow , Can any fuch complexion Show .	Thyme and Major am , whofe fcent , Of all perfumes , moft Innocent , Lefs Fragrancy than thy breath have , Which all our fenfes doesenflave .	Even when thou fcorneft , thou can ' ft pleafe , And make us love our own difcafe .
bl127	Smells		fweet								Forgive this forward nueal for things divine , If I ftrange jire do offer at thy Shrine ; Sincf the pure Incenfe , and the Gum We fend up to the Pow ' rsakove , , 4 ( If with devotion givrt , , .	Andlove ) , t ■ Smells fweet , antfdpes alike accepted prove .	As if from gMn ^ ^ ^ ^ mf .
bl127	Odours		fwect								B « t fo the Bankrupt fitting on the brim Of thofe fierce billows which had tuin ' d him , Begs for his loft Efface , and does complain To the inexorable Flouds in vain .	As well we may enquire when Rofes die , To what retirement their fwect Odours die } Whither * their Virtues and their Blufhes hafte , When the Short triumph of their life is pafi ; Or call their perifhing Beauties back with tears , As adde one moment to thy finim ' d years .	No , thou art gone , and thy prefaging Mind So thriftily thy early hours defign ' d , That hafty Death was baffled in his Pride , Since nothing of thee but thy Body dy ' d .
bl127	reeking	Blood of Pompeys									He march ' d through Italy , through Gaule and Spain , With Love in ' s Breft , and Fortune in his Train : Nor did he ever make fo brave a Prize , Bur he pay ' d Homage for it to thefc Eyes .	With the fame hand , which did that weapon quit Wi th ' Blood of Pompeys party reeking yet , He writ complaints , and put my fetters on , Ev ' n in the Field , which he had newly won .	Yes trom P harj alia his fubmiflions came , And it his fpced be equal to his flame , Or rather , if the Sea befriend his Fleet , Egypt Shall fee him Shortly at my feet .
bl131	Smell	much Salt - Peter|Niter|Brimftone					me|I				Guzm .	Would Francifco were with me : I Smell fo much Salt - Peter , Niter , and Brimftone , that I muft [ One runs and opens be neer the Habitation of the Devil ; I wifli I had ' J ? * ™ ™ f } J * j given my Five hundred .	Crowns I had ' not come : Is there no way back ? ' Aid all the Doors are jhut .
bl131	fmell|Tallow	of a Coward									I would not for all Salamanca his Perfon had ( hook my Heart , as much as his Fear did my Body .	The Oracle begins to work ; / am for thofe Gallants / know not , for the - Servants we know , have turn ' d my Stomach ; the fmell of a Coward , is worfe thau the Snuff of a Tallow - Candle .	j The Scene is Francifco s Houfe .
bl131	Smell		unfavory				my				Guzm .	Nay then , by my Grandanra Ghoft I ' ll add my Auxiliary Arms to theirs , and yet therein I give them fairer play than they gave me , for two to one is greater odds than [ Strutting and pa - ting hi : three to two — Fagh — What an unfavory Smell , af - f K ^ mbo , walk ? faults my Nofe ? .	' yOiedo .
bl132	odoriferous|odoriferous		indearing odoriferous|odoriferous								Vain .	Molt indearing odoriferous Owmuch , Owm .	If you carry not fome fpell about you .
bl132	Fragrant|Fragrant		Fragrant|Fragrant								Vain .	Fragrant Sir , I honour any Man of parts , for I hate a Dunce , and adore a new Acquaintance .	[ draws his Book .
bl132	Odoriferous|Odoriferous		Odoriferous|Odoriferous								Vain .	Odoriferous Mr .	Fairlove ! I reverence thy Name fubltmely , fubltmely , and to ellucidatethe redundancy of my devotions , Pie enter it upon the knuckles of my Pedeftals .
bl135	Perfumes		pleafing								e that might have got my pardon For one kifs to the Duke , Have a full man wi : hin yoii ; We fee that Trees - bear no ' fuch pleafant fruic There where they grew fir ft - , as where they are newfer .	Perfumes the more they arechaf ' d , the morethey render Their pleafing fents , and affti & amp ; ion ExprefTeth vertue , fully , whether true , Or elfe adulterate .	Lad .
bl135	fmell	foot					I				.	I fmell foot , moft ( linking foot ; the chimney is a firejj My liver ' s parboil ' d , like Scotch holly - bread ; There ' s a plummer laying pipes in my guts , it fcaulds ; Wilt thou out live me ? Zan .	Yes ; and drive a { lake Through thy body ; for we ' l give it out , Thoudidft this violence upon thy felf .
bl135	fmell						he				What ' s he ? Fla .	A new up - ftart : One that fwears like a Fakoner , and will lye in the Dukes ear day by day like a maker of Almanacks ; And yetl knew himfince he came to th ' Court fmell worfe of fweat , then an under tennif - court - keeper .	Hor .
bl135	perfumes	fine imbroidered bottles	Equally mortal								That had your villanous fallets , Lod .	And fine imbroidered bottles , and perfumes Equally mortal with a winter plague .	Gaf .
bl137	Odour|Fragrancy										Blest in all these , but doubly blest in thee ( Of all that ' s Good the true Epitome ) Great Charles , our Faith ' s Defender and our Laws , From all - designing Rome ' s insatiate Jaws , From the sly Monster of the Lemane Lake , That at our Happiness such Thrusts does ' make .	Pity such Virtue shou ' d Confinement see , But Odour - like scatter its Fragrancy As if too much for us , just Heaven takes care In the vast Blessing every Land shou ' d share ; TheWorld ' s too small ; you have out - travell ' dFame , And reach ' d those Countries where ( he never came .	The Journey but half done , her Pinions flagg ' d , Thus after the Pelkan Youth ( he lago - ' d ; What tho ' a hundred Tongues ( he can run o ' re , Our mighty Monarch ' s spoken of in more .
bl137	fragrant|fragrant	Atoms	fragrant|fragrant								^ Let Portugal o ' re Tagus Flood Command , Their Country Rivers roll o ' re Richer Sands .	Thus Shcbas Queen , from the remotest Shore Of all Ar a bids blessed Land , through store Of parched Sands , and lonesom Desarts past , Till Zions glittering Towers the fpy ' d at last ; What tho ' her Land a Bed of Spices were , And fragrant Atoms floated in the Air ? What tho ' As olios Bird here makes her Nest ? ( Our Master by his Choice would haveexprest , That Learned Men like that shall ever live , And in their Urns a Deathless name preserve ) A greater Miracle her Progress Crown ' d , When ( he Jeffides God - like Son had found , Thro ' Salem ' * thronged Streets wish gazing spent , She pass ' d along , and wondred as she went ; Streets pav ' d with Meri , and Windows stofd with Eyes / Their Meen , their Garb , their goodly Palaces Did half confound her Sight • but this was nought , Ye Gods / to what the Charming Stranger sought In Solomon , her Sense with wondrous Art All ore him run , yet seem ' d to dwell on every part .	' & lt ; Thrice happy , lai & amp ; the faitest Queen , and blest Are ye his Lords , who are his daily Guests , Who hear those Oracles and Charming Sounds , That with fach pleasure ftrikes , an & amp ; sweetness wounds 5 u You who a Wile and Gracious Prince do know , The two best Gifts that Heaven can bestow .
bl139	smell		Sisty		a Rat		I				Ien .	Now you talkc of a Cat , Sisty I smell a Rat .	Sis .
bl140	perfum ' d	these|musk									Nosnynorl .	2 ? * JT I should thank you forthis kindneffc , ifl thought these perfum ' d musk - Cat * ( beingout of this priviledge ) dursi but once mew at us .	' Bar , Docs your confident spirit doubt thatsir ? Follow us and try .
bl140	scent	haunts									I am suspicions my most honour ' d Father , By some of Monfieurs cunning paflages , That his still ranging and contentions nosethrib , 54 N Busy D ' Ambois .	To scent the haunts of mischief « , ha ve so us ' d The vicious vertuc of his busic fence , That he trails hotly of him , and will rowzc him , Driving him all enrag ' d , and f oming on us , And therefore have entreated your deepe skill , ' In the command of good aeriall spirits , To assume these Magick rites , and call up one To know if any have reveal ' d untohim Any thing touching - my dearc Love and me .	Frier .
bl140	confum ' d		vertuous	treafuric							Mons .	Yet shall you see it here , here will be one Young , learned , valiant , vcrtuousand full mann ' d , - One on whom nature spent so rich a hand , That with an ominous eye stic wept to see So much confum ' d her vertuous treafuric .	Yet as the winds sing through a hollow tree , And ( sinccit lets them passe through ) let ' s it stand ; But a tree solid ( since it gives no way To their wild rage ) they rend up by the i oot s Sothiswholeman ( That will not wind with every crooked way , Trod by thescrvilo world ) shall reek and fall ' Before the frantick pusses of blind borne chance , That pipes empty men , and makes them dance .
bl142	smell	him					I				Sir Sim .	Is he so , Jezebel ! I ' ll have him hang ' d then , for breaking into h 3 he ' ll give us a sine account at Tyburn of Whoring , and Sabbath - breaking ; Gadsbud , I smell him already ; Lawrence thou rauit help me : Come corned tell me , where is he ? LF , dy Bay * .	7k MOCK MARRIAGE .
bl142	Smell	of their Oyntments	very				thee			d choak	Wilm .	Prithee , consider first , a small scratch in thy Face wou ' d break thy Heart ; and shou ' dst thou ever come under the Surgeons hands , the very Smell of their Oyntments wou ' d choak thee .	Cl .
bl142	Scent						you				Fair .	Very honourable indeed , when in the heighth of your Courtship you are upon a double Scent : True Love is like real Friendship , it can admit admit but of one Object ; for otherwise it loses its name , and becomes metr Flattery and Ostentation .	Will .
bl142	smell						I				aside .	] Tho there may be something in this , yet I smell a Plot , which they shall find too weakly laid .	Sir A .
bl142	whiffing|whiffing		whiffing|whiffing								Wilm ' kvA reason good , were all Men of my mind , you Ladies , proud stubborn stubborn Ladies , should starve and pine to death for want os what your Maids en - joy at full ; the Pleasures they can give , l ' m siire , wou ' d equal if not exceed what with such low submission , and slavish patience , we still site to you for ; they * meet our Joys with equal vigour , and sit down sooner satisfied ; Where ' s your fine trusty Squire , has he perform ' d well to night , and cool ' d your wanton Hood , or only ftirr ' d it , inflam ' d it more , and rais ' d your appetite ; that ' s able to out - last the lusty seivice of a set pamper ' d Stallion ? Clar .	Lord , Lord , how froward he is , for want of rest I warrant him , you ' l do well to go home and sleep , Sir , it does not become you , a Gentleman of your * * Rill Occupations , compared with whose abilities , the Husbands grow loathfom to their Wives , for whom out longing Virgins spend all their hours in silent wishes ; bless me , what a Treasure 1 have lost , Inch an handsom well shaped Man , made on purpose to fill a Lady ' s Arms , and withall so modest and so in - nocent , a little whiffing Schoo ' - boy knows more than he does .	Tell me , Si * , and cell me truly , What encouragement ever give me to build my Faith upon your Love ; coald I with reason hope to find you true ? I ' de as soon hope it from a common Strumpet .
bl142	smell	something					I				Belf .	Ha ! I begin to smell something , this must be one of Wilmots Adventurers , Adventurers , he said indeed he had a couple to embark in , the Rogue has sprung a leak in the first , and so is difabl ' d for any second service ; your anger Madam does become you3 for he who cou ' d be false to so much worth , can ne ' er be over over wretched , give me his name , that for your fake , I may both scorn and hate him .	Fla .
bl142	smells		hot								I own I am a Cuckold ; nay , ' tis impossible I should be otherwise , for what can an Old man , with an handsom Wife , expect else : Here ' s one as much disappointed as your self .	Well , Alice , is the dear Man come ? O how the flesh itch ' d then 1 And you are well acquainted with my Wives Bed - chamber : You can grope out your way in the dark , 1 warrant him , or any Cuckolds Chamber in London O that Fornicating Nose , that smells out an hot Lady as a Dog does a proud Bitch ! Enter Alice .	Al .
bl143	fmell	a Rat					I				How ? — Not obey her Warrant f - — - Id have um to know * THE CHEATS .	30 know , ( he is ( in my abfence ) as good a Juftice of Peace , as my felf ; Are not Man and Wife , one perfon in Law i — Not obey her Warrant ! Let me fee who dares deny ' t ! - Come Neighbour , Neighbour , come — I fmell a Rat ; What would you fay now , if this ( hould prove to be a Bull from the Pope ? I fay no more : C and Ty .	come up .
bl144	stinking|stinking		stinking|stinking complexity								When you sent me to feck an entrance into the Caftley thinking it wis goodflecping in a whole skin , ran and hid my sets in a bush , I had not lain there long but itbegah Thunder and Lighten monstrously , and prefentjythe .	BuflitLw a Fire about myEares ; that with your favour 1 came awa in a stinking complexity ; but Master what fine littlehdp , O my ^ Thumbs have you got here .	' Guy .
bl144	perfume		yonl								_ Rain .	Why Sir ? Spar , VYhy truly all will not be well with ye if you hear my Masters name ; therefore I would wish you take heed what ; ye doe , for yonl perfume that , fothat ye will have need of another .	( xfLain .
bl145	smell	of Tobaccoe	scurvy								Sir Lub .	Madam , your Person is Natures Essence Bottle , and your mind the Mirror of Virtue and Discretion but now we are talking of Essences — hugh methinks here is a scurvy smell of Tobaccoe .	L .
bl145	smell	Tobaccoe					I				Oh faugh - do not speak of it , Sir — — — ( Get ye gone baggage ) \ _ aside .	Oh , if I smell Tobaccoe I swound immediately ( Exit Tisick .	hugh — Sure you mistake , Sir Lubberly ~ - 1 smell none — Sir Lubber .
bl145	smell	it					I|I				hugh — Sure you mistake , Sir Lubberly ~ - 1 smell none — Sir Lubber .	Hah — gad I ' me sore I think I smell it but , no matter , now to our business : Shall too morrow be the day ? Shall I be happy L .	Beard .
bl146	fragrant|fragrant		kind|fragrant|fragrant								Wer ' t my Cause my Lord , ] I would not curse , nor fret My Spleen in vain ; Return her Scorn with Scorn .	Beautie ' s a Flower , that whilst ' tis kind , ' is fragrant i But when Disdain hascanker ' d all its Sweets , ' Tis a rank Weed .	Mer .
bl146	fragrant|fragrant	the Flower	fragrant|fragrant								Approach my Altomar : Th ' s awful Distance Befits a Courting , not a Conquering Lover v But lay my Altomar , what pitying Angel Has broke thy Chains to bless thy Artemira ? Alt .	Still the fame Sweetness ! If the Flower ' s so fragrant , Can the dear Root be poison ' d ? [ Aside .	Art .
bl146	fragrant|fragrant	Olive|Myrtle	fragrant|fragrant								He comes , he comes , now breaks my riling day .	1 In the new Sun shine the kind Capid ' s play , & gt ; Olive and Myrtle strow his fragrant way .	y Enter Altomar .
bl146	fragrant|fragrant	Gases	fragrant|fragrant								Art .	Best of the Sex , thou softest Virgin Sweetness , Who would not die thus ' mcunrd , thus loved , thus pitied , With thy kind tender Sighs , and melting Eyes , Such gentle Showers , and fragrant Gases around fym ? ■ When the luxurious Anthony In dissolved Pearl drank Kingdoms at a Draught , He lived not with that Pleasure that I die : I in this Nectar taste Eternity .	Enter Achmat and Guards .
