Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Title	Annotator	Sentence
odeur		airs | exhale									0021F Anonymous 1794 Courier du Pas-de-Calais.txt	pasquale.tsv	Age de l'aimable innocence ,Age du bonheur, de la paix i Toi que ne troublèrent jamais Ni la crainte, ni l'espérance;Toi qui fut comblé de présens ;Age charment , naïve enfance ,Viens prêter à mes vers tes attraits séduisansvSur ton front la gaîté repose ;Le calme habite dans ton coeur;Tu brilles , pareille à la fleur Dans les champs fraîchement éclose;Et ton haleine a ïa douceur.,Le tendre parfum de la rose Qui dans les airs charmés exhale son odeur.
exhale											028F Tessier 1772 Institut national des sciences et arts.txt	thibault.tsv	Ces matières, ainsi amoncelées, s'échauffent conti- durablement à la surface | elles présentent l'aspect d'un amas de terre séchée j l'pdeur qui s'en exhale et qu'on sent en entrant sous le hangard approche de celle de la tourbe 3 elle n"'a plus rien de celle de la matière fécale 5 c'est une odeur toute particulière , tout-à-fait différente de cette dernière.
odeur	Ces matières			particulière		celle de la matière fécale					028F Tessier 1772 Institut national des sciences et arts.txt	thibault.tsv	Ces matières, ainsi amoncelées, s'échauffent conti- durablement à la surface | elles présentent l'aspect d'un amas de terre séchée j l'pdeur qui s'en exhale et qu'on sent en entrant sous le hangard approche de celle de la tourbe 3 elle n"'a plus rien de celle de la matière fécale 5 c'est une odeur toute particulière , tout-à-fait différente de cette dernière.
exhale											028F Tessier 1772 Institut national des sciences et arts.txt	thibault.tsv	La partie ainsi mise à l'air a la couleur du fumier , ou plutôt du terfeau humide | il s'en exhale une vapeur grasse qui s'attache aux mains | son odeur est plus forte et plus sen- sable , quoique la même .que celle de la matière dont on n'a pas renouvellé la surface.
odeur	une vapeur grasse			plus forte | plus sen - sable		la même . que celle de la matière dont on n'a pas renouvellé la surface					028F Tessier 1772 Institut national des sciences et arts.txt	thibault.tsv	La partie ainsi mise à l'air a la couleur du fumier , ou plutôt du terfeau humide | il s'en exhale une vapeur grasse qui s'attache aux mains | son odeur est plus forte et plus sen- sable , quoique la même .que celle de la matière dont on n'a pas renouvellé la surface.
odeur	La matière fécaié					la terre sécliée et réduite en poudre					028F Tessier 1772 Institut national des sciences et arts.txt	thibault.tsv	La matière fécaié ainsi préparée , se nomme [...] elle n'a alors aucune odeur bien sen- sable, et ressemble à la terre sécliée et réduite en poudre. -On avoît remarqué que dans cette opération la chaleur s'élevoit à quatre-vingt, quatre-vingt-dix , quatre-ving- quinze degrés, et, devenoit si forte , qu'à quelques degrés déplus les matières auroient pu s'enflammer.
L'odeur	l'amas					l'odeur de la tourbe qui dominoit | du tan ^ ou du cuir brûlé			Paris		028F Tessier 1772 Institut national des sciences et arts.txt	thibault.tsv	L'odeur répandue par l'amas entier dont une partie des matières étoit plus nouvellement mise en tas, parut avoir, outre l'odeur de la tourbe qui dominoit, quelque analogie avec celle du tan ^ ou du cuir brûlé.
l'pdeur	Ces matières			toute particulière | tout-à-fait différente		tourbe			sous le hangard		028F Tessier 1772 Institut national des sciences et arts.txt	pasquale.tsv	Ces matières, ainsi amoncelées, s'échauffent conti- durablement à la surface | elles présentent l'aspect d'un amas de terre séchée j l'pdeur qui s'en exhale et qu'on sent en entrant sous le hangard approche de celle de la tourbe 3 elle n"'a plus rien de celle de la matière fécale 5 c'est une odeur toute particulière , tout-à-fait différente de cette dernière.
odeur	matière fécale										028F Tessier 1772 Institut national des sciences et arts.txt	pasquale.tsv	Ces matières, ainsi amoncelées, s'échauffent conti- durablement à la surface | elles présentent l'aspect d'un amas de terre séchée j l'pdeur qui s'en exhale et qu'on sent en entrant sous le hangard approche de celle de la tourbe 3 elle n"'a plus rien de celle de la matière fécale 5 c'est une odeur toute particulière , tout-à-fait différente de cette dernière.
odeur	son			forte | sen - sable							028F Tessier 1772 Institut national des sciences et arts.txt	pasquale.tsv	La partie ainsi mise à l'air a la couleur du fumier , ou plutôt du terfeau humide | il s'en exhale une vapeur grasse qui s'attache aux mains | son odeur est plus forte et plus sen- sable , quoique la même .que celle de la matière dont on n'a pas renouvellé la surface.
odeur	matière fécaié			aucune | sen - sable				ainsi préparée			028F Tessier 1772 Institut national des sciences et arts.txt	pasquale.tsv	La matière fécaié ainsi préparée , se nomme [...] elle n'a alors aucune odeur bien sen- sable, et ressemble à la terre sécliée et réduite en poudre. -On avoît remarqué que dans cette opération la chaleur s'élevoit à quatre-vingt, quatre-vingt-dix , quatre-ving- quinze degrés, et, devenoit si forte , qu'à quelques degrés déplus les matières auroient pu s'enflammer.
L'odeur	partie des matières	l'amas entier							à Montfaucon		028F Tessier 1772 Institut national des sciences et arts.txt	pasquale.tsv	L'odeur répandue par l'amas entier dont une partie des matières étoit plus nouvellement mise en tas, parut avoir, outre l'odeur de la tourbe qui dominoit, quelque analogie avec celle du tan ^ ou du cuir brûlé.
l'odeur	tourbe					cuir brûlé					028F Tessier 1772 Institut national des sciences et arts.txt	pasquale.tsv	L'odeur répandue par l'amas entier dont une partie des matières étoit plus nouvellement mise en tas, parut avoir, outre l'odeur de la tourbe qui dominoit, quelque analogie avec celle du tan ^ ou du cuir brûlé.
odoriférantes	plantes										086F Barthelemy_Voyage.txt	thibault.tsv	Après avoir traversé une basse-cour peuplée de poules, de canards et d'autres oiseaux domestiques, nous visitâmes l'écurie, la bergerie, ainsi que le jardin des fleurs, où nous vîmes successivement briller les narcisses, les jacinthes,les anémones, les iris, les violettes de différentes couleurs, les roses de diverses espèces, et toutes sortes de plantes odoriférantes.
odoriférantes	plantes								jardin des fleurs		086F Barthelemy_Voyage.txt	pasquale.tsv	Après avoir traversé une basse-cour peuplée de poules, de canards et d'autres oiseaux domestiques, nous visitâmes l'écurie, la bergerie, ainsi que le jardin des fleurs, où nous vîmes successivement briller les narcisses, les jacinthes,les anémones, les iris, les violettes de différentes couleurs, les roses de diverses espèces, et toutes sortes de plantes odoriférantes.
odeurs											105F Les Principes de Nature.txt	pasquale.tsv	Des odeurs.
odeurs	les elemens										105F Les Principes de Nature.txt	pasquale.tsv	APRES auoir monstré que les elemens ont des ombres simples, extremes & opposées l'vne à l'autre, il faut aussi voir s'ils ont des odeurs, contre l'opinion des Peripateticièns, qui ne peuuent souffrir qu'aucun element pur & simple puisse auoir aucunes odeurs, non plus que des tueurs , desquelles nous ferons mention au chapitre suivuant.
odeurs	qu'aucun element pur & simple		Peripateticièns								105F Les Principes de Nature.txt	pasquale.tsv	APRES auoir monstré que les elemens ont des ombres simples, extremes & opposées l'vne à l'autre, il faut aussi voir s'ils ont des odeurs, contre l'opinion des Peripateticièns, qui ne peuuent souffrir qu'aucun element pur & simple puisse auoir aucunes odeurs, non plus que des tueurs , desquelles nous ferons mention au chapitre suivuant.
odeurs	souffre | huile		Chymistes vulgaires								105F Les Principes de Nature.txt	pasquale.tsv	Les Chymistes vulgaires après leur maistre Paracelse assurent que toutes les odeurs procedent du souffre ou huile : A laquelle opinion nous ne pouuons coûta, fait souscrire, dautant qu'elles ne differeroient que du plus ou du moins , & seroient toutes reduites sous vne mesme espèce, ce qui est manifestement faux: Car il n'y a celuy, quel qu'il foit, s'il n'est entièrement punais ou qu'il n'aye perdu tout à fait le sens de l'odorat, qui n'auouë ingenue' ment qu'il y a plusieurs & diuerses odeurs, lesquelles toutes sois peuuent estre comprises sous deux especes subalternes contraires , qui sont l'agréable & la des-agreable , ou si vous voulez, la douce recreant l'odorat, & l'ingrate ou fascheuse ; sous lesquelles sont contenues vnes multitude de diuerfes eipeces , que personne jusques icy n'a encores osé specifier , tant pour le nombre quasi infiny qui s'y rencontre, que pour autant que toutes celles qui font agréables & recreent l'odorat . produisent leurs effets auec tant de doucour qu'elles rauitlenttellement: la personne , qu'elle ne peut gueres bien dift, in,,uerla,diuersité' d'icelles: loint qu'ily a plusieurs 'animaux qui ont l'odorat beaucoup meilleur que l'homme lesquels en recognoissent mieux les differences, quoy qu'auec vne cognoissànce plus sensuelle, comme il appert aux chiens, lesquels par le simple odorat recognoissent aisément le chemin que leurs maistres ont tenu , quoy que plusieurs autres hommes y ayent pasle apres luy ; Et partant il cfti quasi impossible de donner des noms aux diuerses especes des odeurs bonnes & agréables: Autant en peut-on dire des mauuaises y désagréables , qui offensent tellement l'odorat qu'on les fuit d'abord, en telle sorte qu'on les peut encore moins recognoistre pour en faire quelque distinétion autre que de puantes & desagreables , iusques-là qu'elles no sont pas seulement desplaisantes à l'odorat , mais aussi il y en a de telles qu'elles offensent le cerueau , en sorte qu'elles sont capables de tuer l'homme auec plusieurs autres animaux : Et mesme cette diuersité est si grande lamatiere, qu'elles leur causent diuers symptomes & accidens, & aux autres non: Car les vnes se plaisent aux bonnes, les autres aux mauuaises odeurs & non seulement les femmes en font de grandes différences tant des bonnes que desmauuaises j &c en sentent diuers effets, mais aussi plusieurs hommes, comme pour exemple les vnsse plaisent à l'odeur des roses, des pommes & autres, & plusieurs les ont en horreur* aussi bien qu'entre les femmes, sans qu'on puisse exactement recognoistre les diuerses elpeces des odeurs, pour leur donner des noms fortables à leur diuersité ou contrariété.
l'odorat											105F Les Principes de Nature.txt	pasquale.tsv	Les Chymistes vulgaires après leur maistre Paracelse assurent que toutes les odeurs procedent du souffre ou huile : A laquelle opinion nous ne pouuons coûta, fait souscrire, dautant qu'elles ne differeroient que du plus ou du moins , & seroient toutes reduites sous vne mesme espèce, ce qui est manifestement faux: Car il n'y a celuy, quel qu'il foit, s'il n'est entièrement punais ou qu'il n'aye perdu tout à fait le sens de l'odorat, qui n'auouë ingenue' ment qu'il y a plusieurs & diuerses odeurs, lesquelles toutes sois peuuent estre comprises sous deux especes subalternes contraires , qui sont l'agréable & la des-agreable , ou si vous voulez, la douce recreant l'odorat, & l'ingrate ou fascheuse ; sous lesquelles sont contenues vnes multitude de diuerfes eipeces , que personne jusques icy n'a encores osé specifier , tant pour le nombre quasi infiny qui s'y rencontre, que pour autant que toutes celles qui font agréables & recreent l'odorat . produisent leurs effets auec tant de doucour qu'elles rauitlenttellement: la personne , qu'elle ne peut gueres bien dift, in,,uerla,diuersité' d'icelles: loint qu'ily a plusieurs 'animaux qui ont l'odorat beaucoup meilleur que l'homme lesquels en recognoissent mieux les differences, quoy qu'auec vne cognoissànce plus sensuelle, comme il appert aux chiens, lesquels par le simple odorat recognoissent aisément le chemin que leurs maistres ont tenu , quoy que plusieurs autres hommes y ayent pasle apres luy ; Et partant il cfti quasi impossible de donner des noms aux diuerses especes des odeurs bonnes & agréables: Autant en peut-on dire des mauuaises y désagréables , qui offensent tellement l'odorat qu'on les fuit d'abord, en telle sorte qu'on les peut encore moins recognoistre pour en faire quelque distinétion autre que de puantes & desagreables , iusques-là qu'elles no sont pas seulement desplaisantes à l'odorat , mais aussi il y en a de telles qu'elles offensent le cerueau , en sorte qu'elles sont capables de tuer l'homme auec plusieurs autres animaux : Et mesme cette diuersité est si grande lamatiere, qu'elles leur causent diuers symptomes & accidens, & aux autres non: Car les vnes se plaisent aux bonnes, les autres aux mauuaises odeurs & non seulement les femmes en font de grandes différences tant des bonnes que desmauuaises j &c en sentent diuers effets, mais aussi plusieurs hommes, comme pour exemple les vnsse plaisent à l'odeur des roses, des pommes & autres, & plusieurs les ont en horreur* aussi bien qu'entre les femmes, sans qu'on puisse exactement recognoistre les diuerses elpeces des odeurs, pour leur donner des noms fortables à leur diuersité ou contrariété.
odeurs			celuy	diuerses | plusieurs | l'agréable | des-agreable | douce | l'ingrate | fascheuse							105F Les Principes de Nature.txt	pasquale.tsv	Les Chymistes vulgaires après leur maistre Paracelse assurent que toutes les odeurs procedent du souffre ou huile : A laquelle opinion nous ne pouuons coûta, fait souscrire, dautant qu'elles ne differeroient que du plus ou du moins , & seroient toutes reduites sous vne mesme espèce, ce qui est manifestement faux: Car il n'y a celuy, quel qu'il foit, s'il n'est entièrement punais ou qu'il n'aye perdu tout à fait le sens de l'odorat, qui n'auouë ingenue' ment qu'il y a plusieurs & diuerses odeurs, lesquelles toutes sois peuuent estre comprises sous deux especes subalternes contraires , qui sont l'agréable & la des-agreable , ou si vous voulez, la douce recreant l'odorat, & l'ingrate ou fascheuse ; sous lesquelles sont contenues vnes multitude de diuerfes eipeces , que personne jusques icy n'a encores osé specifier , tant pour le nombre quasi infiny qui s'y rencontre, que pour autant que toutes celles qui font agréables & recreent l'odorat . produisent leurs effets auec tant de doucour qu'elles rauitlenttellement: la personne , qu'elle ne peut gueres bien dift, in,,uerla,diuersité' d'icelles: loint qu'ily a plusieurs 'animaux qui ont l'odorat beaucoup meilleur que l'homme lesquels en recognoissent mieux les differences, quoy qu'auec vne cognoissànce plus sensuelle, comme il appert aux chiens, lesquels par le simple odorat recognoissent aisément le chemin que leurs maistres ont tenu , quoy que plusieurs autres hommes y ayent pasle apres luy ; Et partant il cfti quasi impossible de donner des noms aux diuerses especes des odeurs bonnes & agréables: Autant en peut-on dire des mauuaises y désagréables , qui offensent tellement l'odorat qu'on les fuit d'abord, en telle sorte qu'on les peut encore moins recognoistre pour en faire quelque distinétion autre que de puantes & desagreables , iusques-là qu'elles no sont pas seulement desplaisantes à l'odorat , mais aussi il y en a de telles qu'elles offensent le cerueau , en sorte qu'elles sont capables de tuer l'homme auec plusieurs autres animaux : Et mesme cette diuersité est si grande lamatiere, qu'elles leur causent diuers symptomes & accidens, & aux autres non: Car les vnes se plaisent aux bonnes, les autres aux mauuaises odeurs & non seulement les femmes en font de grandes différences tant des bonnes que desmauuaises j &c en sentent diuers effets, mais aussi plusieurs hommes, comme pour exemple les vnsse plaisent à l'odeur des roses, des pommes & autres, & plusieurs les ont en horreur* aussi bien qu'entre les femmes, sans qu'on puisse exactement recognoistre les diuerses elpeces des odeurs, pour leur donner des noms fortables à leur diuersité ou contrariété.
